lastmodified	id	title	abstract	speakers_name	location_name	location_id	day	date	start	end	duration	language	experiencelevel	track	type	url	slides_pdflink	slides_pptlink	slides_keylink	slides_slideshare	recordings_youtube	recordings_vimeo	recordings_oggtheora	recordings_mpeg4video	recordings_oggvorbis	recordings_mpeg4audio	recordings_mp3audio
03.05.2013 00:00:00	5037	Building a web we can trust	The Open Internet is our best chance to provide economic and social opportunity for all. We should ask ourselves how tightly that opportunity is controlled, and how broadly control over this opportunity remains distributed to each of us. • Can companies watch and track and sell all my online activities? What choices do I have if I don´t like how I´m being treated? • Who owns the data that describes me? Can I get it? Can I control it? Can I move it? • Can I get to the whole Internet, or just the part of it my hardware or software or access provider wants to let me see? We already have such systems -- broadcast TV, cable TV, the large media and news organizations. The Open Internet brought innovation to all those areas in a very short time. To date the Internet has been exceptional in spreading opportunity very broadly. It will be a huge loss if the Internet becomes closed, centralized and controlled by a few or. We can turn the Internet into a framework for control. If we do that we'll have the most complete surveillance and reporting system the world has yet known. We can build a world where a few players divide the web into walled gardens that make it difficult to experience the full richness of the Internet. In each scenario we'll lose stunning possibilities the Open Internet holds for empowering people to improve their own lives. We'll recreate the model of highly centralized, regulated, controlled systems. We at Mozilla build products to make the Internet experience great while giving people control over their experience. We call this "user sovereignty." It is a guiding design principle for Firefox, which is open-source and built by a global community of people making use of the opportunity to build a better Internet. Our planet, and the billions of us, need new tools to solve our problems. We need new ways of thinking. We need the next massive innovation. We need the tools only an Open Internet offers us.	Mitchell Baker	stage 1	stage 1	1	06.05.2013 00:00:00	06.05.2013 14:00:00	06.05.2013 14:30:00	30	English	Fortgeschrittene	science & technology	Vortrag						http://youtube.com/watch?v=l8yCIwi_Owg						
03.05.2013 00:00:00	5869	Speech at scale	tba- Speaker: Richard Allan / Moderation Ulf Buermeyer	Richard Allan, Ulf Buermeyer	stage 1	stage 1	1	06.05.2013 00:00:00	06.05.2013 14:30:00	06.05.2013 15:00:00	30	English	Fortgeschrittene	politics & society	Diskussion						http://youtube.com/watch?v=1gSTwaYVERo						
03.05.2013 00:00:00	5372	brand eins	Informationen rein, Wissen raus. Wie wird das Netz zur Lernmaschine? Digitale Systeme haben die Welt effizient gemacht. Effizienter, als wir es uns vor zwanzig Jahren hätten vorstellen können. Das Internet speichert Informationen und verteilt sie über den Globus, optimiert Unternehmens-Prozesse und sammelt Spenden für gute Anliegen ein. Das ist alles wunderbar. Aber da muss noch mehr gehen. Wie wird das Internet zur echten Lernmaschine? Die uns nicht ratlos mit endlosen Suchtrefferlisten zurück lässt, sondern das Wissen der Welt auf einer neuen Ebene anreichert und für alle nutzbar macht? Und wie speichern wir eigentlich Können? Auf die Suche nach Antworten begeben sich Wolf Lotter, Anja Ebersbach, Gunter Dueck, Christoph Meinel und Juergen Erbeldinger im Interview-Stream unseres Medienpartners brand eins – jeweils in den Pausen zwischen den Keynotes auf STAGE 1. Die Fragen stellt der brand eins Technologie-Korrespondent Thomas Ramge.	Gunter Dueck	stage 1	stage 1	1	06.05.2013 00:00:00	06.05.2013 15:00:00	06.05.2013 15:15:00	15	German	Beginner	research & education	Diskussion												
03.05.2013 00:00:00	5046	Iron Sky	tba	Tero Kaukomaa, Timo Vuorensola	stage 1	stage 1	1	06.05.2013 00:00:00	06.05.2013 15:15:00	06.05.2013 15:45:00	30	English	Beginner	culture	Vortrag						http://youtube.com/watch?v=qB4tQW02AGQ						
03.05.2013 00:00:00	6039	Making-of R´ha	"A member of an alien race is being tortured and interrogated by a machine" -Es geht um einen Kampf zwischen Aliens und Maschinen, um ferne Planeten und eine Zerstörung galaktischen Ausmaßes. Der Traum eines jeden Regisseurs. Einen Film drehen, ihn online veröffentlichen und wenig später klopfen die großen Filmstudios an die Tür. Für Kaleb Lechowski wurde dieses Szenario zur Realität: Sein 3D-animierter Science-Fiction-Kurzfilm R’ha wurde in einer Woche nicht nur über eine Million Mal abgerufen, sondern weckte auch das Interesse Hollywoods. Lechowski ist kein etablierter Filmemacher, sondern Student an der Mediadesign Hochschule in Berlin. R’ha ist erst der zweite Kurzfilm des 22-Jährigen. Sieben Monate arbeitete er weitestgehend alleine an dem Projekt, lediglich die Soundeffekte und Stimmen kamen von Profis. 	Kaleb Lechowski, Ingke Weimert	stage 1	stage 1	1	06.05.2013 00:00:00	06.05.2013 16:00:00	06.05.2013 16:30:00	30	German	Beginner	culture	Aktion						http://youtube.com/watch?v=3Fxj-yU1TbQ						
03.05.2013 00:00:00	5117	Comic Misunderstanding – A conversation with Graham Linehan (IT Crowd)	Graham Linehan loves nerds. Whether they turn up dressed in priest's clothes in his TV series "Father Ted", or as grumpy book store owners in "Black Books", specialized and lovable pigheaded fellows in all their oddity seem to be the british author's focus of attention. In his conversation with Linehan, re:publica's co-founder Johnny Haeusler will try to concentrate on "The IT Crowd" though, Graham Linehan's creation that managed to transfer the pop culture of geeks, gamers and netizens to the TV screen like no other series before. +++ Graham Linehan liebt Nerds. Egal ob sie wie in seiner TV-Serie "Father Ted" im Priestergewand oder in "Black Books" als mürrische Buchladeninhaber daher kommen: Spezialisierte, liebenswerte Starrköpfe scheinen es dem britischen Autor in ihrer Eigenartigkeit angetan zu haben. re:publica-Mitgründer Johnny Haeusler wird es im Gespräch mit Graham Linehan jedoch in erster Linie um "The IT Crowd" gehen, jeder Linehan-Kreation, die es wie keine andere geschafft hat, die Popkultur der Geeks, Gamer und Netizens auf den Fernsehbildschirm zu bringen.	Graham Linehan, Johnny Haeusler	stage 1	stage 1	1	06.05.2013 00:00:00	06.05.2013 16:30:00	06.05.2013 17:30:00	60	English	Beginner	culture	Diskussion						http://youtube.com/watch?v=thNBr3XmTuY						
03.05.2013 00:00:00	1152	Überraschungsvortrag II	Der diesjährige Überraschungsvortrag II knüpft an die Tradition der Überraschungsvorträge seit 2012 an.	Sascha Lobo	stage 1	stage 1	1	06.05.2013 00:00:00	06.05.2013 17:45:00	06.05.2013 18:45:00	60	German	Beginner	re:publica	Vortrag						http://youtube.com/watch?v=Raas1BhSIbs						
03.05.2013 00:00:00	879	Die maschinenlesbare Regierung - Eine kritische Analyse zur Gegenwart von Open Data und Open Goverment in Deutschland	Die Begriffe Open Data und Open Government werden mittlerweile vollmundig von allen Parteien genutzt, und es gibt eine ganze Reihe von Akteuren, die sich dieses Themas annehmen. Obwohl es so aussieht, als wären sich alle Beteiligten einig, liegen die Probleme, wie so oft, im Detail. Im Vortrag werden die Akteure und Initiativen vorgestellt, die sich in dem Bereich umtun, diskutiert, mit welchen Problemen sie zu kämpfen haben und welche Fragen sich aus der Doppelrollen einiger Akteure ergeben. Ausserdem werden Probleme thematisiert, die sich mit dem Einstieg größer Player in dem Bereich auftun und die Frage wie offen das "Open" in den Begriffen real ist oder eben nicht und welche Gefahren sich daraus ergeben. Ein Beispiel dabei wird die Diskussion um das Datenportal des Bundes sein, an dem exemplarisch viele Aspekte der Kritik deutlich werden. 	fukami , Lorenz Matzat	stage 3	stage 3	1	06.05.2013 00:00:00	06.05.2013 09:00:00	06.05.2013 10:00:00	60	German	Fortgeschrittene	politics & society	Vortrag						http://youtube.com/watch?v=mSXy-H13DJM						
03.05.2013 00:00:00	1547	Open Data – und was hat das mit mir zu tun?	 Nahverkehr, Gesundheit, Bildung, Umwelt, Kriminalität … - bei Open Data geht es neben politischer Transparenz und Daten aus Wissenschaft und Forschung auch um Daten und Informationen, die unmittelbar mit unserem Alltag verknüpft sind. In unserem Vortrag wollen wir uns von abstrakten und wissenschaftlichen Definitionen zum Thema Open Data lösen und uns auf die Datensätze konzentrieren, die uns einen anderen Blick auf Alltag und Gesellschaft ermöglichen und uns dabei helfen, alltägliche Fragen zu beantworten: Wie viel Strom aus erneuerbaren Energien fließt eigentlich gerade durch unser Netz? Welches Krankenhaus in meiner Nähe ist das Beste? Wie hygienisch ist das Restaurant von nebenan und welche Fahrradrouten sind die sichersten? In vielen Ländern werden diese Fragen mit Hilfe von offenen Daten und deren Auswertung und Interpretation bereits beantwortet. In den USA hat beispielsweise jeder Bürger Zugriff auf seine digitalen Energieverbrauchsdaten, und in England bewertet man die Qualität von Krankenhäusern auf Basis offener Daten. Neben Infrastrukturinformationen werden auch Daten zu Informationsketten von Produkten immer relevanter. Im Datenzeitalter wollen Konsumenten und Bürger Fakten sehen. In Deutschland sind zwar viele dieser Daten existent, aber oftmals nicht öffentlich verfügbar. Die Gründe dafür sind unterschiedlich. Vielfach liegen Daten in Folge von Privatisierungen nicht mehr in staatlicher Hand oder unterliegen dem Datenschutz. In unserem Vortrag wollen wir anhand von Beispielen diskutieren welche Datensätze für eine breite Masse an Menschen wirklich interessant und relevant sind, welche Anwendungen daraus entstehen können und was der Status Quo dazu in Deutschland ist.	Julia Kloiber, Stefan Wehrmeyer	stage 3	stage 3	1	06.05.2013 00:00:00	06.05.2013 10:15:00	06.05.2013 10:45:00	30	German	Beginner	politics & society	Vortrag						http://youtube.com/watch?v=QBSNr6UXIJg						
03.05.2013 00:00:00	1538	openPlanB - Stufe 2	Wie ist der Stand von OpenData in Deutschland und welche Daten fehlen noch? Zur re:publica wird eine neue Plattform online gestellt, die nicht nur die offenen, sondern auch die fehlenden Daten katalogisieren wird. Damit wird es erstmals möglich sein, sich einen kompletten Überblick über den Fortschritt von OpenData in Deutschland zu verschaffen und die fortschrittsverweigerenden Verwaltungen und Unternehmen zu identifizieren. Michael Kreil wird das Konzept vorstellen und die neue Plattform starten. (P.S. Kann jemand einen symbolischen "roten Knopf" mitbringen?)	Michael Kreil	stage 3	stage 3	1	06.05.2013 00:00:00	06.05.2013 10:45:00	06.05.2013 11:15:00	30	German	Fortgeschrittene	politics & society	Vortrag						http://youtube.com/watch?v=dJ9C7UPGJ-o						
03.05.2013 00:00:00	5594	Opening Public Transport in Berlin	Die Senatsverwaltung für Wirtschaft, Technologie und Forschung, der VBB Verkehrsverbund Berlin-Brandenburg GmbH, berlinonline.de und die Open Knowledge Foundation Deutschland engagieren sich im Arbeitskreis Open Data Nahverkehr Berlin für die Offenlegung der Daten des Nahverkehrsnetzes Berlin-Brandenburg. Im Rahmen des Apps and the City Hackdays mit den vom VBB veröffentlichten, offenen Transportdaten für Berlin und Brandenburg arbeiteten bereits mehr als 100 Entwickler u.a. an neuen Ideen und Prototypen. In der Session stellen die Protagonisten aus Verwaltung und VBB die Intitiative vor, diskutieren den Fortgang und weitere Plände des Arbeitskreises. Einer der beteiligten Entwickler wird seine Apps-Ideen mit offenen Transport-Daten präsentieren. http://appsandthecity.net/ Präsentiert und co-kuratiert von Open Cities.	Wolfgang Both, Julia Kloiber, Alexander Pilz, Yan Minagawa	stage 3	stage 3	1	06.05.2013 00:00:00	06.05.2013 11:30:00	06.05.2013 12:00:00	30	English	Beginner	science & technology	Diskussion						http://youtube.com/watch?v=18xQRtdrJhQ						
03.05.2013 00:00:00	1940	Open Data & Culture - Creating the Cultural Commons	Overview and goalsOpen data is gaining considerable attention within political, organizational, scientific and citizen communities internationally. As awareness of open data grows in those spaces, it has also grown in the cultural heritage field. More data is being made available online, free for the public to reuse. The attention and interest that open data is garnering has led to a number of questions by cultural organizations: what are the benefits and challenges for both institutions and society of open cultural data? How do institutions open up in an effective way? During this session, will answer these questions, and more. It will examine the concept of open data, the process behind sharing data & content, the implications, and inspiring case studies from around the world.Workshop goals include:Quick overview of the OpenGLAM initiative and its missionExplanation of how open data can be beneficial for cultural institutions and societyExamples of use cases and potential project ideas, coupled with steps to take action Addressing issues and concerns that GLAMs have regarding open data sharing (i.e. copyright, abuse of data, financial & technical investment)	Joris Pekel, Daniel Dietrich	stage 3	stage 3	1	06.05.2013 00:00:00	06.05.2013 12:00:00	06.05.2013 12:30:00	30	English	Fortgeschrittene	culture	Vortrag						http://youtube.com/watch?v=NpHnuFVL2ug						
03.05.2013 00:00:00	2304	Freedom of speech, nipples and the rule of law	National governments, EU institutions and international organsiations make more and more use of the term "self-regulation" in the context fighting illegal online content, content accused of being illegal or content that is just unwelcome. It is "the" answer in fighting online illegal activities, such as terrorsim, child abuse or copyright infringements. In many cases, the concept behind these public/private partnerships are that industry or a sector of industry signs up "voluntarily" to arbitrarily punish their consumers and to restrict freedom of speech. In parallel, it has become more and more frequent that private companies get to decide what is "appropriate" or "inappropriate" online and what sort of Internet content we are allowed to access. Laws are slowly being replaced with "terms of service". Recently, we have noticed a flood of examples of bizarre corporate censorship that demonstrate the absurdity and comedy behind a very serious problem – the abandonment of the rule of law in exchange for corporate regulation of freedom of speech. Among the most telling and recent examples are the EU-funded Clean IT project, ACTA, SOPA, PIPA, CISPA, the CEO Coalition to make the internet a better place for kids, the industry dialogues on copyright in Germany or the measures taken by Visa, Mastercard, PayPal and EveryDNS against WikiLeaks in 2010. 	Joe McNamee	stage 3	stage 3	1	06.05.2013 00:00:00	06.05.2013 12:45:00	06.05.2013 13:15:00	30	English	Beginner	politics & society	Vortrag						http://youtube.com/watch?v=REP4eqvwkR0						
03.05.2013 00:00:00	4711	Personal Data: Nothing to hide?	From major battles won in 2012 against ACTA, SOPA and PIPA, we have a collective responsibility to project ourselves into advocating for protecting our freedoms online. Copyright, Net neutrality, data protection are among the key issues that will determine if our future societies will be more open and based on cooperation and sharing or knowledge, or will turn into authoritarian regimes based on control of our actions and communications. Social media and all kinds of companies collect a lot of data about us. Some of it is essential to deliver relevant services or is given away with informed consent to receive better service. One may even think that we don't share anything important or valuable, while we do get convenient and innovative services in return. After all, we have nothing to hide, do we? However, more and more often our data becomes a commodity that can be used not only to make things easier but also to control our lives and profit from us. What about price discrimination, profiling based on our ethnic origin, sexual orientation or age, refusal of certain benefits or services because of the "wrong profile"? The new "Data Protection" regulation that is currently being discussed in the European Parliament may answer some of these questions… …we all have a role to play in the rewriting of Privacy, whether we take a technological approach, through the use of decentralized services and encryption, or an activist/legislative approach. Multitude is our strength! 	Katarzyna Szymielewicz, Jérémie Zimmermann	stage 3	stage 3	1	06.05.2013 00:00:00	06.05.2013 13:15:00	06.05.2013 13:45:00	30	English	Fortgeschrittene	politics & society	Vortrag						http://youtube.com/watch?v=0Gi-MT8M0lE						
03.05.2013 00:00:00	6128	Stimmt das? Check mit dem ZDF die Fakten im Wahlkampf	In diesem Jahr kommt das ZDF mit einer großen Frage auf die re:publica: "Stimmt das?", wollen wir im Wahljahr immer wieder fragen. Täglich werden wir mit Aussagen von Politikern konfrontiert. Ob in den Fernseh-Nachrichten, in Zeitungen, dem Netz oder in persönlichen Gesprächen, Politiker haben fast auf jede Frage ein Antwort – aber sind die Fakten immer richtig? Die Antworten wollen wir auf einer interaktiven Plattform gemeinsam mit engagierten Bürgern und einem ganz speziellen Partner suchen. Auf der Re:publica könnt Ihr während der ZDF-Session die neue Plattform exklusiv testen und alles über das crossmediale Projekt des ZDF erfahren. Im Anschluss stehen wir euch noch bei einem kleinen Umtrunk Rede und Antwort. Präsentiert vom ZDF.	Sonja Schünemann, Michael Umlandt, Barbara Fischer	stage 3	stage 3	1	06.05.2013 00:00:00	06.05.2013 14:00:00	06.05.2013 15:00:00	60	German	Beginner	media	Workshop						http://youtube.com/watch?v=CsdGJc74YiY						
03.05.2013 00:00:00	1577	Das Buch muss überwunden werden - Digitales Utopia oder eher El Dorado?	Wer hat nicht kurz zusammengezuckt, als die Nachricht kam, dass es in der Anna-Amalia-Bibliothek gebrannt hatte? Wer hat nicht kurz über das Kölner Stadtarchiv, die Manuskriptbibliothek in Timbuktu getrauert? Digitalisierung ist längst mehr als ein Prestigeprojekt weniger Bibliotheken. Digitalisierung ist politisch, ist damit doch die Forderung nach Teilhabe und Wissensfreiheit auf der einen Seite, der Wunsch kommerzieller Nutzbarkeit auf der anderen Seite verbunden. In diesem Spannungsfeld schreiben wir grade learning by doing Geschichte. Mathias Schindler (wikimedia), Ralf Stockmann (Staatsbibliothek zu Berlin) und Tina Lorenz (Kulturnerd) entwerfen eine wilde Vision der digitalisierten Zukunft und befragen die noch unzulängliche Gegenwart nach utopiefähigen Potenzialen. Dabei nehmen sie gnadenlos gut gemeinte Ideen, halbgare Verwertungsträumereien und do-no-evil Augenwäschereien auseinander.	Tina Lorenz, Mathias Schindler, Ralf Stockmann	stage 3	stage 3	1	06.05.2013 00:00:00	06.05.2013 15:15:00	06.05.2013 16:15:00	60	German	Fortgeschrittene	culture	Diskussion						http://youtube.com/watch?v=oOcOTE2IP34						
03.05.2013 00:00:00	1823	Wikipedia: wo User geblockt, Artikel gelöscht und Reputationen zerstört werden	Wikipedia ist Konflikt: Wikipedia ist häufig die erste Anlaufstelle für Informationssuchende. Oft ist der Weg zur Wikipedia aber auch der letzte Weg. Menschen glauben, was in Wikipedia steht und halten es für die Wahrheit. Die grundlegenden Charakteristika und Prinzipien der Online-Enzyklopädie sind den meisten InternetuserInnen zwar mittlerweile bekannt. Doch neben den großen Themenkomplexen, um die sich die Diskussionen über die Wikipedia ständig drehen, gibt es eine Vielzahl von Fakten, die es bisher noch nicht in das Licht der Öffentlichkeit geschafft haben. Zunächst führt Dirk 'southpark' Franke aus seiner Sicht als langjährigem Wikipedia-Administrator ein in die häufigsten Fallstricke und Fettnäpfchen beim Versuch, Wikipedia zu bearbeiten. Dann werden Anja Ebersbach und Pavel Richter anhand von 10,5 schmutzigen, kleinen Geheimnissen direkt in einige schattige Ecken der Online-Enzyklopädie leuchten: Wer sind wirklich die Autoren? Welche Rolle spielen PR-Agenturen bei der Erstellung? Warum sieht die Seite immer noch aus wie bei ihrem Start 2001?	Anja Ebersbach, Pavel Richter, Dirk Franke	stage 3	stage 3	1	06.05.2013 00:00:00	06.05.2013 16:30:00	06.05.2013 17:30:00	60	German	Beginner	research & education	Diskussion						http://youtube.com/watch?v=5iSAl_krauA						
03.05.2013 00:00:00	2012	Das heilige Abendmahl	Aufgestachelt durch diverse eilige Jesusse, die im schnellen Wechsel an der Tafel des Abendmahls auftauchen und die wir live auf der re:publica bekehren, um anschließend wieder in der Masse der re:publikanischen Gläubigen unterzutauchen, werden die fünf mehr oder weniger heiligen Apostelinnen und Apostel mit leiblicher Realpräsenz und im Rausch des eigenen Messweines ein ganz neues Testament formulieren, jerichoesk in die Welt hinausposauen und das Brot brechen. Die 5 Apostels: Anja GOTTschling, Gerritius Kardinal Bruconiae VII., St. Huckonius Haas, Maike d’Hank, Schlenzus Christus Schramm.	Huck Haas, Gerrit Bruce Becht, Maike Hank, Tobias 'schlenzalot' Schramm, Anja Gottschling	stage 3	stage 3	1	06.05.2013 00:00:00	06.05.2013 17:45:00	06.05.2013 18:45:00	60	German	Beginner	re:publica	Aktion						http://youtube.com/watch?v=5dn3mwS6ZzY						
